GENE_SYMBOL	NAME	COSMIC_GENE_ID	CHROMOSOME	GENOME_START	GENOME_STOP	CHR_BAND	SOMATIC	GERMLINE	TUMOUR_TYPES_SOMATIC	TUMOUR_TYPES_GERMLINE	CANCER_SYNDROME	TISSUE_TYPE	MOLECULAR_GENETICS	ROLE_IN_CANCER	MUTATION_TYPES	TRANSLOCATION_PARTNER	OTHER_GERMLINE_MUT	OTHER_SYNDROME	TIER	SYNONYMS
SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	COSG50909	19	11071598	11176071	19p13.2	y	n	NSCLC, SCCOHT			E	Rec	TSG	F, N, Mis, S		n		1	SMARCA4,ENSG00000127616.13,P51532,6597,BAF190,BRG1,FLJ39786,SNF2,SNF2-BETA,SNF2LB,SWI2,hSNF2b
SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	COSG26972	22	24129150	24176703	22q11.23	y	y	malignant rhabdoid	malignant rhabdoid	rhabdoid predisposition syndrome	M	Rec	TSG	D, N, F, S		n		1	SMARCB1,ENSG00000099956.13,Q12824,6598,BAF47,Ini1,PPP1R144,RDT,SNF5,Sfh1p,Snr1,hSNFS
SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	COSG30645	12	50478755	50494495	12q13.12	y	n	breast			E	Rec	TSG	N		n		2	SMARCD1,ENSG00000066117.10,Q96GM5,6602,BAF60A,CRACD1,Rsc6p
SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	COSG14902	17	38781214	38804760	17q21.2	n	y		clear cell meningioma	familial meningioma	O	Rec	TSG	F, N, S, Mis		n		1	SMARCE1,ENSG00000073584.14,Q969G3,6605,BAF57
SMC1A	structural maintenance of chromosomes 1A	COSG23872	X	53401070	53449677	Xp11.22	y	n	AML			L		TSG	Mis		y	Cornelia de Lange syndrome 	2	SMC1A,ENSG00000072501.13,Q14683,8243,DXS423E,KIAA0178,SB1.8,Smcb
SMO	smoothened, frizzled class receptor	COSG50066	7	128828713	128853386	7q32.1	y	n	skin basal cell			E	Dom	oncogene	Mis		n		1	SMO,ENSG00000128602.5,Q99835,6608,FZD11
SND1	staphylococcal nuclease and tudor domain containing 1	COSG36328	7	127292234	127732661	7q32.1	y	n	pancreas acinar carcinoma			E	Dom	oncogene, fusion	T	BRAF	n		1	SND1,ENSG00000197157.6,Q7KZF4,27044,TDRD11,p100
SNX29	sorting nexin 29	COSG48838	16	12070594	12668146	16p13.13	y	n	PMBL, Hodgkin lymphoma			L	Dom	fusion	T	CIITA	n		2	SNX29,ENSG00000048471.9,Q8TEQ0,92017,FLJ12363
SOCS1	suppressor of cytokine signaling 1	COSG38637	16	11348262	11350036	16p13.13	y	n	Hodgkin lymphoma, PMBL			L	Rec	TSG	F, O		n		1	SOCS1,ENSG00000185338.4,O15524,8651,Cish1,JAB,SOCS-1,SSI-1,TIP3
SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	COSG4989	2	39208537	39351486	2p22.1	y	n	lung adenocarcinoma, follicular thyroid adenoma			E, O		oncogene, fusion	Mis, T	ALK	y	Noonan Syndrome	1	SOS1,ENSG00000115904.8,Q07889,6654,GF1,HGF
SOX2	SRY-box 2	COSG52151	3	181429714	181432221	3q26.33	y	n	NSCLC, oesophageal squamous cell carcinoma			E	Dom	oncogene	A		y	Microphthalmia and oesophageal atresia syndrome 	1	SOX2,ENSG00000181449.2,P48431,6657
SOX21	SRY-box 21	COSG46821	13	95361886	95364389	13q32.1	y	n	multiple myeloma			L		TSG	D		n		2	SOX21,ENSG00000125285.4,Q9Y651,11166,SOX25
SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	COSG35434	17	19912657	20222339	17p11.2	y	n	JMML			L	Dom	fusion	T	PDGFRB	n		2	SPECC1,ENSG00000128487.12,Q5M775,92521,FLJ36955,HCMOGT-1,NSP
SPEN	spen family transcriptional repressor	COSG47243	1	16174359	16266955	1p36.21	y	n	SMZL, adenoid cystic carcinoma, DLBCL			L	Rec	TSG	F, Mis, N		n		1	SPEN,ENSG00000065526.6,Q96T58,23013,KIAA0929,MINT,RBM15C,SHARP
SPOP	speckle type BTB/POZ protein	COSG49599	17	47676246	47755596	17q21.33	y	y	prostate, endometrial	prostate cancer		E	Rec	TSG	Mis		n		1	SPOP,ENSG00000121067.13,O43791,8405,BTBD32,TEF2
SRC	SRC proto-oncogene, non-receptor tyrosine kinase	COSG54973	20	35973088	36034453	20q11.23	y	n	colorectal cancer, endometrial carcinoma			E	Dom	oncogene	Mis, N		n		1	SRC,ENSG00000197122.7,P12931,6714,ASV,c-src
SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	COSG526	3	9022275	9404737	3p25.3	y	n	pilocytic astrocytoma			O	Dom	fusion	T	RAF1	n		2	SRGAP3,ENSG00000196220.11,O43295,9901,ARHGAP14,KIAA0411,MEGAP,WRP
SRSF2	serine and arginine rich splicing factor 2	COSG35671	17	74730197	74733456	17q25.1	y	n	MDS, CLL			L	Dom	oncogene	Mis		n		1	SRSF2,ENSG00000161547.10,Q01130,6427,PR264,SC-35,SC35,SFRS2A
SRSF3	serine and arginine rich splicing factor 3	COSG8833	6	36562145	36573377	6p21.31	y	n	follicular lymphoma			L	Dom	oncogene, fusion	T	BCL6	n		1	SRSF3,ENSG00000112081.12,P84103,6428,SRp20
SS18	SS18, nBAF chromatin remodeling complex subunit	COSG18091	18	23596578	23671181	18q11.2	y	n	synovial sarcoma			M	Dom	fusion	T	SSX1,  SSX2, SSX4	n		1	SS18,ENSG00000141380.9,Q15532,6760,SYT
SS18L1	SS18L1, nBAF chromatin remodeling complex subunit	COSG15864	20	60718822	60757540	20q13.33	y	n	synovial sarcoma			M	Dom	fusion	T	SSX1	n		1	SS18L1,ENSG00000184402.10,O75177,26039,CREST,KIAA0693
SSX1	SSX family member 1	COSG49421	X	48114752	48126879	Xp11.23	y	n	synovial sarcoma			M	Dom	oncogene, fusion	T	SS18	n		1	SSX1,ENSG00000126752.7,Q16384,6756,CT5.1
SSX2	SSX family member 2	COSG49630	X	52725946	52736239	Xp11.22	y	n	synovial sarcoma			M	Dom	oncogene, fusion	T	SS18	n		1	SSX2,ENSG00000241476.3,Q16385,6757,CT5.2a,HD21,HOM-MEL-40,MGC119055,MGC15364,MGC3884
SSX4	SSX family member 4	COSG3765	X	48242863	48252785	Xp11.23	y	n	synovial sarcoma			M	Dom	oncogene, fusion	T	SS18	n		1	SSX4,ENSG00000204645.4,O60224,6759,CT5.4
STAG1	stromal antigen 1	COSG7676	3	136055077	136471220	3q22.3	y	n	colorectal cancer, AML			E, L		TSG	Mis, N		n		2	STAG1,ENSG00000118007.8,Q8WVM7,10274,SA-1,SA1,SCC3A
STAG2	stromal antigen 2	COSG26186	X	123094062	123556514	Xq25	y	n	bladder carcinoma, glioblastoma, melanoma, Ewing's sarcoma, myeloid neoplasms			E, L, M, O	Rec	TSG	Mis, N, F, S		n		1	STAG2,ENSG00000101972.14,Q8N3U4,10735,SA-2,SA2,SCC3B
STAT3	signal transducer and activator of transcription 3	COSG43628	17	40465342	40540586	17q21.2	y	y	T-cell large granular lymphocytic leukaemia	paediatric large granular lymphocytic leukaemia		L	Dom	oncogene	Mis,O		y	IPEX-like syndrome	1	STAT3,ENSG00000168610.10,P40763,6774,APRF
STAT5B	signal transducer and activator of transcription 5B	COSG13379	17	40351186	40428725	17q21.2	y	n	large granular lymphocytic leukaemia, skin basal cell, APL			L, E	Dom	oncogene, TSG, fusion	Mis, O, T	RARA	y	IPEX-like syndrome	1	STAT5B,ENSG00000173757.5,P51692,6777
STAT6	signal transducer and activator of transcription 6	COSG591	12	57489191	57525922	12q13.3	y	n	solitary fibrous tumour, meningeal haemangiopericytoma			M, O	Dom	oncogene, fusion	T	NAB2	n		1	STAT6,ENSG00000166888.6,P42226,6778,D12S1644,IL-4-STAT
STIL	STIL, centriolar assembly protein	COSG26963	1	47715811	47779819	1p33	y	n	T-ALL			L	Dom	oncogene, fusion	T	TAL1	n		1	STIL,ENSG00000123473.11,Q15468,6491,MCPH7
STK11	serine/threonine kinase 11	COSG6606	19	1189406	1228428	19p13.3	y	y	NSCLC, pancreatic	jejunal hamartoma, ovarian, testicular, pancreatic	Peutz-Jeghers syndrome	E, M, O	Rec	TSG	D, Mis, N, F, S		n		1	STK11,ENSG00000118046.10,Q15831,6794,LKB1,PJS
STRN	striatin	COSG11124	2	37070783	37193615	2p22.2	y	n	anaplastic thyroid, papillary thyroid, lung			E	Dom	fusion	T	ALK	n		1	STRN,ENSG00000115808.7,O43815,6801,PPP2R6A,STRN1
SUB1	SUB1 homolog, transcriptional regulator	COSG7421	5	32531739	32604185	5p13.3	y	n	lung cancer			E			A		n		2	SUB1,ENSG00000113387.7,P53999,10923,PC4,p14,p15
SUFU	SUFU negative regulator of hedgehog signaling	COSG6011	10	104263744	104393292	10q24.32	y	y	medulloblastoma	medulloblastoma	medulloblastoma predisposition	O	Rec	TSG	D, F, S		n		1	SUFU,ENSG00000107882.7,Q9UMX1,51684,PRO1280,SUFUH,SUFUXL
SUZ12	SUZ12, polycomb repressive complex 2 subunit	COSG53219	17	30264037	30328064	17q11.2	y	n	endometrial stromal tumour			M	Dom	oncogene, TSG, fusion	T	JAZF1	n		1	SUZ12,ENSG00000178691.6,Q15022,23512,CHET9,JJAZ1,KIAA0160
SYK	spleen associated tyrosine kinase	COSG33321	9	93564069	93660831	9q22.2	y	n	MDS, peripheral T-cell lymphoma			L	Dom	oncogene, fusion	T	ETV6, ITK	n		1	SYK,ENSG00000165025.10,P43405,6850
TAF15	TATA-box binding protein associated factor 15	COSG7693	17	34136459	34191619	17q12	y	n	extraskeletal myxoid chondrosarcoma, ALL			L, M	Dom	oncogene, fusion	T	NR4A3, CHN1, ZNF384	n		1	TAF15,ENSG00000172660.7,Q92804,8148,Npl3,RBP56,hTAFII68
TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	COSG26655	1	47681962	47697892	1p33	y	n	lymphoblastic leukaemia/biphasic			L	Dom	oncogene, fusion	T	TRD, STIL	n		1	TAL1,ENSG00000162367.7,P17542,6886,SCL,bHLHa17
TAL2	TAL bHLH transcription factor 2	COSG39356	9	108424738	108425367	9q31.2	y	n	T-ALL			L	Dom	oncogene, fusion	T	TRB	n		1	TAL2,ENSG00000186051.4,Q16559,6887,bHLHa19
TBL1XR1	transducin beta like 1 X-linked receptor 1	COSG44234	3	176737143	176915261	3q26.32	y	n	splenic marginal zone lymphoma, primary central nervous system lymphoma, colorectal carcinoma, gallbladder carcinoma			L, E, M	Rec	oncogene, TSG, fusion	F, Mis, T		n		1	TBL1XR1,ENSG00000177565.11,Q9BZK7,79718,C21,DC42,FLJ12894,IRA1,TBLR1
TBX3	T-box 3	COSG47020	12	115108059	115121969	12q24.21	y	n	breast, large intestine, skin			E	Dom	oncogene, TSG	Mis, N, F, O		y	ulnar-mammary syndrome	1	TBX3,ENSG00000135111.10,O15119,6926,TBX3-ISO,XHL
TCEA1	transcription elongation factor A1	COSG55627	8	54879112	54935089	8q11.23	y	n	salivary adenoma			E	Dom	fusion	T	PLAG1	n		1	TCEA1,ENSG00000187735.8,P23193,6917,SII,TF2S,TFIIS
TCF12	transcription factor 12	COSG29809	15	57210821	57591479	15q21.3	y	n	extraskeletal myxoid chondrosarcoma			M	Dom	fusion	T	NR4A3	n		1	TCF12,ENSG00000140262.13,Q99081,6938,HEB,HTF4,HsT17266,bHLHb20,p64
TCF3	transcription factor 3	COSG52156	19	1609291	1652604	19p13.3	y	n	pre B-ALL			L	Dom	oncogene, TSG, fusion	T	PBX1, HLF, TFPT	n		1	TCF3,ENSG00000071564.10,P15923,6929,E2A,E47,ITF1,MGC129647,MGC129648,VDIR,bHLHb21,p75
TCF7L2	transcription factor 7 like 2	COSG55171	10	114710009	114927437	10q25.3	y	n	colorectal			E	Dom	oncogene, fusion	T	VTI1A	n		1	TCF7L2,ENSG00000148737.11,Q9NQB0,6934,TCF-4
TCL1A	T cell leukemia/lymphoma 1A	COSG29499	14	96176304	96180533	14q32.13	y	n	T-CLL			L	Dom	oncogene, fusion	T	TRA	n		1	TCL1A,ENSG00000100721.6,P56279,8115,TCL1
TEC	tec protein tyrosine kinase	COSG27195	4	48137800	48271881	4p12	y	n	myxoid chondrosarcoma			M		oncogene, fusion	T		n		2	TEC,ENSG00000135605.8,P42680,7006,PSCTK4
TENT5C	terminal nucleotidyltransferase 5C	COSG23679	1	118148556	118170994	1p12	y	n	MM			L	Rec	TSG	Mis, F, O		n		1	TENT5C,ENSG00000183508.4,Q5VWP2,54855,FLJ20202
TERT	telomerase reverse transcriptase	COSG21054	5	1253262	1295184	5p15.33	y	y	melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types	melanoma		E, O	Dom	oncogene, TSG	Promoter Mis		y	Dyskeratosis congenita, Telomere-related pulmonary fibrosis and/or bone marrow failure  1	1	TERT,ENSG00000164362.14,O14746,7015,EST2,TCS1,TP2,TRT,hEST2
TET1	tet methylcytosine dioxygenase 1	COSG10363	10	70320413	70454239	10q21.3	y	n	AML			L	Dom	oncogene, TSG, fusion	T	KMT2A	n		1	TET1,ENSG00000138336.8,Q8NFU7,80312,KIAA1676,LCX,bA119F7.1
TET2	tet methylcytosine dioxygenase 2	COSG8084	4	106067032	106200973	4q24	y	n	MDS			L	Rec	TSG	Mis, N, F		n		1	TET2,ENSG00000168769.8,Q6N021,54790,FLJ20032
TFE3	transcription factor binding to IGHM enhancer 3	COSG26428	X	48886242	48901012	Xp11.23	y	n	papillary renal, alveolar soft part sarcoma, renal			E	Dom	oncogene, fusion	T	SFPQ, ASPSCR1, PRCC, NONO, CLTC	n		1	TFE3,ENSG00000068323.12,P19532,7030,TFEA,bHLHe33
TFEB	transcription factor EB	COSG5293	6	41651716	41703997	6p21.1	y	n	renal cell carcinoma (childhood epithelioid)			E,M	Dom	oncogene, fusion	T	ALPHA	n		1	TFEB,ENSG00000112561.13,P19484,7942,TCFEB,bHLHe35
TFG	TRK-fused gene	COSG26397	3	100428205	100467810	3q12.2	y	n	papillary thyroid, ALCL, NSCLC, extraskeletal myxoid chondrosarcoma			E, L, M	Dom	fusion	T	NTRK1, ALK, NR4A3	n		1	TFG,ENSG00000114354.8,Q92734,10342,FLJ36137,SPG57,TF6
TFPT	TCF3 fusion partner	COSG47423	19	54610320	54619055	19q13.42	y	n	pre-B ALL			L	Dom	fusion	T	TCF3	n		2	TFPT,ENSG00000105619.9,P0C1Z6,29844,FB1,INO80F,amida
TFRC	transferrin receptor	COSG27414	3	195754054	195809060	3q29	y	n	NHL			L	Dom	fusion	T	BCL6	n		2	TFRC,ENSG00000072274.8,P02786,7037,CD71,TFR1,p90
TGFBR1	transforming growth factor beta receptor 1	COSG43671	9	101866320	101916474	9q22.33	y	n	pancreatic ductal adenocarcinoma			E			D, F, Mis, N		n		2	TGFBR1,ENSG00000106799.8,P36897,7046,ACVRLK4,ALK-5,ALK5,TBR-i,TBRI
TGFBR2	transforming growth factor beta receptor 2	COSG525	3	30647994	30735634	3p24.1	y	y	head and neck, colorectal	colorectal	Hereditary Nonpolyposis Colorectal Cancer type 6	E	Rec	TSG	Mis, F, N		y	Loeys-Dietz syndrome 2	1	TGFBR2,ENSG00000163513.13,P37173,7048,TBR-ii,TBRII
THRAP3	thyroid hormone receptor associated protein 3	COSG50715	1	36690017	36770958	1p34.3	y	n	aneurysmal bone cyst			M	Dom	fusion	T	USP6	n		2	THRAP3,ENSG00000054118.9,Q9Y2W1,9967,BCLAF2,TRAP150
TLX1	T cell leukemia homeobox 1	COSG43256	10	102889257	102897545	10q24.31	y	n	T-ALL			L	Dom	oncogene, fusion	T	TRB, TRD	n		1	TLX1,ENSG00000107807.8,P31314,3195
TLX3	T cell leukemia homeobox 3	COSG43251	5	170736288	170739138	5q35.1	y	n	T-ALL			L	Dom	oncogene, fusion	T	BCL11B	n		1	TLX3,ENSG00000164438.5,O43711,30012,RNX
TMEM127	transmembrane protein 127	COSG8866	2	96914254	96931732	2q11.2	n	y		pheochromocytoma, renal cell carcinoma		O, E	Rec	TSG	F, N		n		1	TMEM127,ENSG00000135956.4,O75204,55654,FLJ20507,FLJ22257
TMPRSS2	transmembrane serine protease 2	COSG39663	21	42836478	42903043	21q22.3	y	n	prostate			E	Dom	fusion	T	ERG, ETV1, ETV4, ETV5	n		1	TMPRSS2,ENSG00000184012.7,O15393,7113,PRSS10
TMSB4X	thymosin beta 4 X-linked	COSG3263	X	12993227	12995346	Xp22.2	y	n	DLBCL			L		oncogene	Mis, S, N, F		n		2	TMSB4X,ENSG00000205542.6,P62328,7114,TB4X
TNC	tenascin C	COSG13928	9	117782806	117880536	9q33.1	y	n	SCC, melanoma			E		oncogene	Mis		n		2	TNC,ENSG00000041982.10,P24821,3371,MGC167029,TN
TNFAIP3	TNF alpha induced protein 3	COSG53774	6	138188351	138204449	6q23.3	y	n	marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL			L	Rec	TSG	D, N, F		n		1	TNFAIP3,ENSG00000118503.10,P21580,7128,A20,OTUD7C
TNFRSF14	TNF receptor superfamily member 14	COSG56927	1	2487078	2496821	1p36.32	y	n	follicular lymphoma			L	Rec	TSG	Mis, N, F		n		1	TNFRSF14,ENSG00000157873.13,Q92956,8764,ATAR,CD270,HVEA,HVEM,LIGHTR,TR2
TNFRSF17	TNF receptor superfamily member 17	COSG29144	16	12058964	12061925	16p13.13	y	n	intestinal T-cell lymphoma			L	Dom	oncogene, fusion	T	IL2	n		1	TNFRSF17,ENSG00000048462.6,Q02223,608,BCM,CD269,TNFRSF13A
TNRC18	trinucleotide repeat containing 18	COSG46480	7	5346421	5465045	7p22.1	y	n	paediatric AML, promyelocytic leukaemia			L		fusion	T	HOXA9, IKZF1, RARA, XPO1	n		2	TNRC18,ENSG00000182095.10,O15417,84629,CAGL79,KIAA1856,TNRC18A
TOP1	DNA topoisomerase I	COSG19904	20	39657458	39753127	20q12	y	n	AML*			L	Dom	fusion	T	NUP98	n		1	TOP1,ENSG00000198900.5,P11387,7150
TP53	tumor protein p53	COSG29458	17	7565097	7590856	17p13.1	y	y	breast, colorectal, lung, sarcoma, prostate, adrenocortical, glioma, Spitzoid tumour, multiple other tumour types	breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types	Li-Fraumeni syndrome	L, E, M, O	Rec	oncogene, TSG, fusion	Mis, N, F, T, D	NTRK1	n		1	TP53,ENSG00000141510.11,P04637,7157,LFS1,p53
TP63	tumor protein p63	COSG20540	3	189349205	189615068	3q28	y	y	HNSCC, DLBCL	NSCLC		E		oncogene, TSG	Mis, N, T	TBL1XR1	y	associated with Hay-Wells syndrome, ADULT syndrome, ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome (EEC), acro-dermato-ungual-lacrimal-tooth syndrome, limb mammary syndrome, Rapp-Hodgkin syndrome, split hand-split foot malformation	1	TP63,ENSG00000073282.8,Q9H3D4,8626,EEC3,KET,NBP,OFC8,SHFM4,p51,p53CP,p63,p73H,p73L
TPM3	tropomyosin 3	COSG39554	1	154127784	154167124	1q21.3	y	n	papillary thyroid, ALCL, NSCLC, Spitzoid tumour			E, L	Dom	TSG, fusion	T	NTRK1, ALK, ROS1	n		1	TPM3,ENSG00000143549.15,P06753,7170,TRK
TPM4	tropomyosin 4	COSG32465	19	16177831	16213813	19p13.12	y	n	ALCL			L	Dom	fusion	T	ALK	n		1	TPM4,ENSG00000167460.10,P67936,7171
TPR	translocated promoter region, nuclear basket protein	COSG9031	1	186280784	186344825	1q31.1	y	n	papillary thyroid, NSCLC			E	Dom	fusion	T	NTRK1, ALK	n		1	TPR,ENSG00000047410.9,P12270,7175
TRA	T cell receptor alpha locus	COSG57777	14			14q11.2	y	n	T-ALL			L	Dom	fusion	T	ATL, OLIG2, MYC, TCL1A, TCL6, MTCP1, TCL6	n		1	TRA,6955
TRAF7	TNF receptor associated factor 7	COSG32729	16	2205699	2228130	16p13.3	y	n	meningioma			O	Dom	TSG	Mis		n		1	TRAF7,ENSG00000131653.8,Q6Q0C0,84231,DKFZp586I021,MGC7807,RNF119
TRB	T cell receptor beta locus	COSG57778	7			7q34	y	n	T-ALL			L	Dom	fusion	T	HOX11, LCK, NOTCH1, TAL2, LYL1	n		1	TRB,6957
TRD	T cell receptor delta locus	COSG57779	14			14q11.2	y	n	T-cell leukaemia			L	Dom	fusion	T	TAL1, HOX11, TLX1, LMO1, LMO2, RANBP17	n		1	TRD,6964,TCRDV1
TRIM24	tripartite motif containing 24	COSG8940	7	138145079	138274738	7q34	y	n	APL			L	Dom	oncogene, TSG, fusion	T	RARA	n		1	TRIM24,ENSG00000122779.12,O15164,8805,RNF82,TIF1A,Tif1a,hTIF1
TRIM27	tripartite motif containing 27	COSG43619	6	28870779	28891766	6p22.1	y	n	papillary thyroid			E	Dom	oncogene, fusion	T	RET	n		1	TRIM27,ENSG00000204713.6,P14373,5987,RNF76
TRIM33	tripartite motif containing 33	COSG8461	1	114935399	115053781	1p13.2	y	n	papillary thyroid			E	Dom	TSG, fusion	T	RET	n		1	TRIM33,ENSG00000197323.6,Q9UPN9,51592,FLJ11429,KIAA1113,PTC7,RFG7,TF1G,TIF1G,TIF1GAMMA,TIFGAMMA
TRIP11	thyroid hormone receptor interactor 11	COSG56444	14	92432335	92507240	14q32.12	y	n	AML			L	Dom	fusion	T	PDGFRB	n		1	TRIP11,ENSG00000100815.8,Q15643,9321,CEV14,GMAP-210,GMAP210,Trip230
TRRAP	transformation/transcription domain associated protein	COSG18556	7	98475556	98610866	7q22.1	y	n	melanoma			E	Dom	oncogene	Mis		n		1	TRRAP,ENSG00000196367.8,Q9Y4A5,8295,PAF400,TR-AP,Tra1
TSC1	TSC complex subunit 1	COSG31471	9	135766735	135820020	9q34.13	y	y	renal cell carcinoma, bladder carcinoma	hamartoma, renal cell carcinoma, tuberous sclerosis tuber	Tuberous sclerosis 1	E, O	Rec	TSG	D, Mis, N, F, S		n		1	TSC1,ENSG00000165699.9,Q92574,7248,KIAA0243,LAM,hamartin
TSC2	TSC complex subunit 2	COSG18300	16	2097466	2138716	16p13.3	y	y	pulmonary lymphangioleiomyomatosis (LAM), renal angiomyolipoma, HNSCC	hamartoma, renal cell carcinoma, tuberous sclerosis tuber	Tuberous sclerosis 2	E, O	Rec	TSG	D, Mis, N, F, S		n		1	TSC2,ENSG00000103197.12,P49815,7249,LAM,PPP1R160,tuberin
TSHR	thyroid stimulating hormone receptor	COSG36733	14	81421333	81612646	14q31.1	y	n	toxic thyroid adenoma, thyroid gland follicular carcinoma			E	Dom		Mis		y	familial non-autoimmune autosomal dominant hyperthyroidism	2	TSHR,ENSG00000165409.11,7253,LGR3
U2AF1	U2 small nuclear RNA auxiliary factor 1	COSG44312	21	44513066	44527697	21q22.3	y	n	CLL, MDS			L	Dom	oncogene	Mis		n		1	U2AF1,ENSG00000160201.7,Q01081,7307,RN,RNU2AF1,U2AF35
UBR5	ubiquitin protein ligase E3 component n-recognin 5	COSG25618	8	103265240	103425069	8q22.3	y	n	mantle cell lymphoma, gastric, colorectal			L, E	Rec	oncogene	F, N, Mis, S		n		1	UBR5,ENSG00000104517.8,O95071,51366,DD5,EDD,HYD,KIAA0896
UBTF	upstream binding transcription factor	COSG45843	17	42282401	42298994	17q21.31	y	n	AML			L		oncogene, fusion	O	ATXN7L3	n		1	UBTF,ENSG00000108312.10,P17480,7343,NOR-90,UBF,UBF1,UBF2
USP44	ubiquitin specific peptidase 44	COSG4970	12	95910336	95945266	12q22	y	n	lung cancer, colon cancer			E		TSG	D		n		2	USP44,ENSG00000136014.7,Q9H0E7,84101,FLJ14528
USP6	ubiquitin specific peptidase 6	COSG24643	17	5019733	5078329	17p13.2	y	n	aneurysmal bone cyst			M	Dom	oncogene, fusion	T	COL1A1, CDH11, CNBP, OMD, THRAP3	n		1	USP6,ENSG00000129204.12,P35125,9098,TRE17,Tre-2,Tre2
USP8	ubiquitin specific peptidase 8	COSG32322	15	50716577	50793280	15q21.2	y	n	corticotroph adenoma			E	Dom	oncogene	Mis, N		n		1	USP8,ENSG00000138592.9,P40818,9101,HumORF8,KIAA0055,SPG59,UBPY
USP9X	ubiquitin specific peptidase 9 X-linked	COSG15183	X	40944888	41095832	Xp11.4	y	n	colon carcinoma			E		fusion	T	ERAS	n		2	USP9X,ENSG00000124486.8,Q93008,8239,DFFRX,FAF,MRX99
VAV1	vav guanine nucleotide exchange factor 1	COSG49950	19	6772725	6857377	19p13.3	y	n	T-cell lymphoma			L		fusion	T	THAP4, MYO1F, S100A7	n		2	VAV1,ENSG00000141968.3,P15498,7409
VHL	von Hippel-Lindau tumor suppressor	COSG53267	3	10182692	10193904	3p25.3	y	y	renal, haemangioma, pheochromocytoma	renal, haemangioma, pheochromocytoma	Von Hippel-Lindau syndrome	E, M, O	Rec	TSG	D, Mis, N, F, S		n		1	VHL,ENSG00000134086.7,P40337,7428,VHL1
VTI1A	vesicle transport through interaction with t-SNAREs 1A	COSG47806	10	114206756	114578503	10q25.2	y	n	colorectal			E	Dom	fusion	T	TCF7L2	n		2	VTI1A,ENSG00000151532.9,Q96AJ9,143187,MVti1,Vti1-rp2,Vti1a
WAS	Wiskott-Aldrich syndrome	COSG47639	X	48534985	48549818	Xp11.23	n	y		lymphoma	Wiskott-Aldrich syndrome	L	Rec/X	oncogene	Mis, N, F, S		n		1	WAS,ENSG00000015285.6,P42768,7454,WASP,WASPA
WDCP	WD repeat and coiled coil containing	COSG16415	2	24252210	24272445	2p23.3	y	n	colorectal			E	Dom	fusion	T	ALK	n		1	WDCP,ENSG00000163026.7,Q9H6R7,80304,FLJ21945,MMAP
WIF1	WNT inhibitory factor 1	COSG30192	12	65444406	65515346	12q14.3	y	n	pleomorphic salivary gland adenoma			E	Dom	TSG, fusion	T	HMGA2	n		1	WIF1,ENSG00000156076.5,Q9Y5W5,11197
WNK2	WNK lysine deficient protein kinase 2	COSG54143	9	95947198	96082854	9q22.31	y	n	gastric cancer			E		TSG	Mis		n		2	WNK2,ENSG00000165238.12,Q9Y3S1,65268,KIAA1760,NY-CO-43
WRN	Werner syndrome RecQ like helicase	COSG2548	8	30891317	31031285	8p12	n	y		osteosarcoma, meningioma, other tumour types	Werner syndrome	L, E, M, O	Rec	TSG	Mis, N, F, S		n		1	WRN,ENSG00000165392.5,Q14191,7486,RECQ3,RECQL2
WT1	Wilms tumor 1	COSG34044	11	32409321	32457176	11p13	y	y	Wilms tumour, desmoplastic small round cell tumour	Wilms tumour	Denys-Drash syndrome, Frasier syndrome, familial Wilms tumour	O	Rec	oncogene, TSG, fusion	D, Mis, N, F, S, T	EWSR1	n		1	WT1,ENSG00000184937.8,7490,AWT1,NPHS4,WAGR,WIT-2
WWTR1	WW domain containing transcription regulator 1	COSG51925	3	149235022	149454501	3q25.1	y	n	epithelioid haemangioendothelioma			M	Dom	oncogene, fusion	T	CAMTA1	n		1	WWTR1,ENSG00000018408.10,Q9GZV5,25937,DKFZp586I1419,TAZ
XPA	XPA, DNA damage recognition and repair factor	COSG6294	9	100437191	100459639	9q22.33	n	y		skin basal cell, skin squamous cell, melanoma	xeroderma pigmentosum (A)	E	Rec	TSG	Mis, N, F, S		n		1	XPA,ENSG00000136936.6,P23025,7507,XP1,XPAC
XPC	XPC complex subunit, DNA damage recognition and repair factor	COSG17620	3	14186647	14220283	3p25.1	n	y		skin basal cell, skin squamous cell, melanoma	xeroderma pigmentosum (C)	E	Rec	TSG	Mis, N, F, S		n		1	XPC,ENSG00000154767.10,Q01831,7508,RAD4,XPCC
